date,service_id,agency_name,trip_id,trip_headsign,direction_id,route_id,route_short_name,route_long_name,route_desc,route_type,route_color,shape_id,shape_points,wheelchair_accessible,bikes_allowed,weekday,weekend,ridership_count,avg_wait_time_min,avg_delay_min,fare_collected,weather_condition,bus_id,driver_id
2025-11-06,3302,London Transit,2234415,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,55,9.2,4.3,178.75,Sunny,BUS1982,DRV4068
2025-09-17,3302,London Transit,2234105,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,62,4.7,0.9,201.5,Rain,BUS5424,DRV8064
2025-10-16,3302,London Transit,2235128,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,36,8.2,2.9,117.0,Windy,BUS7095,DRV9940
2025-10-28,3302,London Transit,2235139,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,52,2.7,1.4,169.0,Sunny,BUS5967,DRV9940
2025-10-02,3602,London Transit,2234481,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,48,2.5,1.1,156.0,Rain,BUS8994,DRV0697
2025-10-23,3602,London Transit,2234502,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,51,9.5,3.9,165.75,Sunny,BUS3552,DRV0697
2025-11-06,3302,London Transit,2234287,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,37,5.1,1.0,120.25,Sunny,BUS2559,DRV9331
2025-11-05,3302,London Transit,2234347,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,41,5.3,3.6,133.25,Sunny,BUS9496,DRV4068
2025-10-16,3602,London Transit,2234050,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,50,5.0,3.0,162.5,Sunny,BUS4123,DRV6758
2025-11-06,3302,London Transit,2235038,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,63,8.0,2.6,204.75,Rain,BUS5609,DRV9940
2025-09-26,3302,London Transit,2234279,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,50,4.5,0.9,162.5,Rain,BUS9103,DRV9331
2025-11-20,3302,London Transit,2235032,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,43,8.7,0.0,139.75,Sunny,BUS0781,DRV9940
2025-09-19,3602,London Transit,2234133,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,38,7.5,1.3,123.5,Cloudy,BUS4297,DRV6758
2025-11-18,3302,London Transit,2235052,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,55,3.0,5.7,178.75,Cloudy,BUS7411,DRV9940
2025-10-22,3602,London Transit,2234106,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,45,6.7,3.5,146.25,Cloudy,BUS1142,DRV6758
2025-10-01,3302,London Transit,2234417,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,50,5.5,2.6,162.5,Windy,BUS9039,DRV4068
2025-10-02,3302,London Transit,2234137,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,43,3.8,4.1,139.75,Cloudy,BUS8975,DRV8064
2025-09-26,3302,London Transit,2234490,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,43,2.8,4.2,139.75,Rain,BUS8142,DRV4068
2025-10-03,3302,London Transit,2234298,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,42,4.9,1.3,136.5,Rain,BUS9473,DRV9331
2025-11-03,3302,London Transit,2234104,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,82,5.6,4.8,266.5,Sunny,BUS0645,DRV8064
2025-10-16,3602,London Transit,2234445,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,33,7.3,3.0,107.25,Sunny,BUS8028,DRV0697
2025-10-08,3302,London Transit,2235039,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,46,7.3,3.6,149.5,Snow,BUS3116,DRV9940
2025-10-13,30,London Transit,2231878,5A Byron via Downtown,0,05,05,Route 5,,3,71BF44,75696,306,0,0,1,0,57,5.9,3.9,185.25,Cloudy,BUS7384,DRV5972
2025-10-25,3903,London Transit,2235237,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,0,1,49,6.1,0.9,159.25,Cloudy,BUS6898,DRV5899
2025-10-13,30,London Transit,2230477,2B Natural Science via Dundas,1,02,02,Route 2,,3,75AAAE,75666,242,0,0,1,0,55,6.6,0.0,178.75,Sunny,BUS8276,DRV7762
2025-10-13,30,London Transit,2233950,Barker & Huron via White Oaks Mall,1,10,10,Route 10,,3,6E9BCF,75738,482,0,0,1,0,50,7.0,3.3,162.5,Sunny,BUS1463,DRV8857
2025-11-10,3602,London Transit,2234454,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,54,5.7,2.1,175.5,Sunny,BUS9740,DRV0697
2025-10-30,3602,London Transit,2234499,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,51,2.5,3.2,165.75,Cloudy,BUS3335,DRV0697
2025-11-11,3302,London Transit,2235076,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,57,8.1,2.0,185.25,Cloudy,BUS0394,DRV9940
2025-11-21,3302,London Transit,2235107,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,49,9.0,2.7,159.25,Sunny,BUS8259,DRV9940
2025-10-17,3302,London Transit,2234110,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,52,7.0,3.7,169.0,Snow,BUS3331,DRV8064
2025-10-30,3302,London Transit,2234311,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,48,6.7,1.7,156.0,Sunny,BUS1247,DRV9331
2025-09-24,3302,London Transit,2235024,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,41,3.0,3.2,133.25,Sunny,BUS4592,DRV9940
2025-09-14,6404,London Transit,2235386,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,0,1,50,3.0,3.1,162.5,Sunny,BUS0474,DRV5596
2025-10-16,3302,London Transit,2235020,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,54,6.3,2.4,175.5,Rain,BUS3508,DRV9940
2025-10-13,30,London Transit,2239820,Fanshawe College via Fanshawe Park Rd,1,25,25,Route 25,,3,DDBD85,75870,211,0,0,1,0,38,9.3,0.2,123.5,Cloudy,BUS0838,DRV7963
2025-10-13,30,London Transit,2240299,Capulet Lane via Western University,0,27,27,Route 27,,3,9E91A1,75872,328,0,0,1,0,41,5.7,1.5,133.25,Windy,BUS8503,DRV9867
2025-10-10,3602,London Transit,2234504,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,50,5.9,1.1,162.5,Windy,BUS2358,DRV0697
2025-11-22,3903,London Transit,2235227,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,0,1,46,3.9,5.0,149.5,Rain,BUS3891,DRV5899
2025-09-16,3302,London Transit,2235041,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,52,7.6,2.9,169.0,Sunny,BUS1885,DRV9940
2025-09-22,3302,London Transit,2235129,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,45,6.7,4.2,146.25,Sunny,BUS2764,DRV9940
2025-10-24,3602,London Transit,2234117,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75744,88,0,0,1,0,48,2.2,2.8,156.0,Rain,BUS3455,DRV6758
2025-10-18,3903,London Transit,2234204,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,0,1,60,7.3,3.1,195.0,Cloudy,BUS8929,DRV1714
2025-10-22,3302,London Transit,2235018,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75765,76,0,0,1,0,48,5.2,1.2,156.0,Sunny,BUS3302,DRV9940
2025-10-24,3302,London Transit,2234145,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,47,5.1,2.1,152.75,Sunny,BUS6325,DRV8064
2025-09-24,3302,London Transit,2235129,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,48,4.5,2.0,156.0,Cloudy,BUS2764,DRV9940
2025-10-20,3602,London Transit,2234479,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,34,8.1,1.5,110.5,Sunny,BUS9320,DRV0697
2025-11-02,6404,London Transit,2234553,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,0,1,53,3.5,3.1,172.25,Sunny,BUS7411,DRV5995
2025-10-27,3302,London Transit,2235086,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,62,5.3,2.9,201.5,Snow,BUS7096,DRV9940
2025-11-20,3302,London Transit,2234429,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,57,5.1,5.0,185.25,Sunny,BUS8509,DRV4068
2025-10-15,3302,London Transit,2234129,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,41,4.6,2.0,133.25,Rain,BUS3191,DRV8064
2025-09-15,3302,London Transit,2234436,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,48,5.8,0.0,156.0,Windy,BUS5722,DRV4068
2025-10-14,3302,London Transit,2234277,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,52,3.3,1.4,169.0,Sunny,BUS6372,DRV9331
2025-09-24,3602,London Transit,2234174,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,48,2.9,3.9,156.0,Sunny,BUS9610,DRV6758
2025-11-05,3302,London Transit,2234078,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,66,6.8,0.5,214.5,Sunny,BUS3125,DRV8064
2025-10-09,3302,London Transit,2234134,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,48,8.7,4.8,156.0,Snow,BUS8111,DRV8064
2025-11-07,3602,London Transit,2234142,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,46,3.1,0.9,149.5,Snow,BUS2518,DRV6758
2025-09-17,3602,London Transit,2234146,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,45,5.7,2.7,146.25,Sunny,BUS2810,DRV6758
2025-11-14,3302,London Transit,2235045,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,38,9.7,1.7,123.5,Sunny,BUS6674,DRV9940
2025-11-03,3602,London Transit,2234400,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,40,7.5,3.0,130.0,Sunny,BUS0559,DRV0697
2025-10-13,30,London Transit,2229681,1A Kipps Lane via Wellington & Dundas,1,01,01,Route 1,,3,70C2DA,75643,173,0,0,1,0,47,4.4,3.4,152.75,Cloudy,BUS6651,DRV4055
2025-09-24,3302,London Transit,2235025,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,63,6.1,1.6,204.75,Sunny,BUS3142,DRV9940
2025-09-24,3302,London Transit,2235150,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,47,7.4,1.8,152.75,Sunny,BUS3912,DRV9940
2025-10-31,3302,London Transit,2235067,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,68,8.8,2.7,221.0,Cloudy,BUS0639,DRV9940
2025-10-20,3302,London Transit,2235049,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,54,4.4,1.9,175.5,Sunny,BUS5979,DRV9940
2025-11-20,3602,London Transit,2234445,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,46,6.9,4.0,149.5,Sunny,BUS8028,DRV0697
2025-10-29,3302,London Transit,2234064,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,54,9.5,0.2,175.5,Sunny,BUS9592,DRV8064
2025-10-03,3302,London Transit,2235034,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,51,7.2,3.5,165.75,Sunny,BUS1658,DRV9940
2025-09-30,3602,London Transit,2234507,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,45,5.1,3.6,146.25,Sunny,BUS5223,DRV0697
2025-10-16,3302,London Transit,2235086,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,48,4.1,5.7,156.0,Cloudy,BUS7096,DRV9940
2025-10-08,3302,London Transit,2235144,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,48,6.8,3.0,156.0,Windy,BUS3571,DRV9940
2025-11-19,3302,London Transit,2235145,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,49,3.9,3.5,159.25,Cloudy,BUS7480,DRV9940
2025-09-30,3302,London Transit,2235076,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,52,5.2,4.4,169.0,Sunny,BUS0394,DRV9940
2025-11-03,3302,London Transit,2234303,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,51,8.8,3.2,165.75,Sunny,BUS1609,DRV9331
2025-10-31,3302,London Transit,2234052,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,40,7.2,4.3,130.0,Sunny,BUS1558,DRV8064
2025-10-08,3302,London Transit,2235024,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,51,5.6,2.4,165.75,Sunny,BUS4592,DRV9940
2025-11-19,3302,London Transit,2234184,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,58,6.4,2.0,188.5,Rain,BUS9698,DRV8064
2025-10-17,3302,London Transit,2235024,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,48,5.6,0.7,156.0,Rain,BUS4592,DRV9940
2025-10-22,3302,London Transit,2235044,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,51,6.9,2.3,165.75,Windy,BUS0002,DRV9940
2025-09-15,3302,London Transit,2235051,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,56,4.5,0.7,182.0,Cloudy,BUS4335,DRV9940
2025-09-18,3302,London Transit,2235134,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,39,3.6,1.9,126.75,Windy,BUS5938,DRV9940
2025-09-18,3602,London Transit,2234501,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,54,6.7,4.8,175.5,Cloudy,BUS0271,DRV0697
2025-11-18,3302,London Transit,2234416,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,43,6.7,2.4,139.75,Snow,BUS4647,DRV4068
2025-09-19,3302,London Transit,2235020,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,57,10.0,2.6,185.25,Cloudy,BUS3508,DRV9940
2025-10-08,3302,London Transit,2235124,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,44,8.8,0.0,143.0,Sunny,BUS2111,DRV9940
2025-11-03,3302,London Transit,2234086,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,34,8.2,3.1,110.5,Rain,BUS1236,DRV8064
2025-09-30,3302,London Transit,2234356,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,43,5.5,3.0,139.75,Sunny,BUS6111,DRV4068
2025-10-13,30,London Transit,2232846,Argyle Mall via Downtown,0,07,07,Route 7,,3,00AD54,75716,245,0,0,1,0,50,7.5,4.0,162.5,Cloudy,BUS1805,DRV9590
2025-11-04,3302,London Transit,2235055,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75765,76,0,0,1,0,58,7.1,2.5,188.5,Cloudy,BUS6314,DRV9940
2025-11-09,6404,London Transit,2234243,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,0,1,67,4.2,4.0,217.75,Cloudy,BUS7404,DRV7772
2025-11-19,3302,London Transit,2234093,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,57,6.6,2.2,185.25,Rain,BUS2330,DRV8064
2025-10-31,3302,London Transit,2235049,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,55,6.4,2.1,178.75,Sunny,BUS5979,DRV9940
2025-10-16,3302,London Transit,2234493,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,51,7.6,1.2,165.75,Cloudy,BUS2009,DRV4068
2025-11-11,3602,London Transit,2234449,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,56,6.0,5.1,182.0,Snow,BUS4720,DRV0697
2025-11-07,3302,London Transit,2234159,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,55,5.9,3.1,178.75,Sunny,BUS7049,DRV8064
2025-09-25,3302,London Transit,2234277,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,62,4.0,0.9,201.5,Sunny,BUS6372,DRV9331
2025-09-30,3302,London Transit,2235026,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,60,11.1,2.5,195.0,Sunny,BUS3061,DRV9940
2025-10-13,30,London Transit,2237270,Pond Mills via Adelaide,0,16,16,Route 16,,3,2BB572,75797,216,0,0,1,0,53,4.3,3.1,172.25,Rain,BUS3680,DRV7815
2025-10-28,3602,London Transit,2234070,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75744,88,0,0,1,0,48,4.9,3.1,156.0,Sunny,BUS4588,DRV6758
2025-09-26,3302,London Transit,2234276,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,41,11.7,2.0,133.25,Cloudy,BUS9997,DRV9331
2025-10-23,3302,London Transit,2235093,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,43,7.0,2.1,139.75,Rain,BUS3608,DRV9940
2025-09-15,3302,London Transit,2235089,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,49,4.6,1.8,159.25,Sunny,BUS3791,DRV9940
2025-10-07,3302,London Transit,2234494,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,41,6.2,3.0,133.25,Sunny,BUS0812,DRV4068
2025-09-24,3602,London Transit,2234096,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,49,4.8,2.1,159.25,Sunny,BUS6700,DRV6758
2025-09-15,3302,London Transit,2235034,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,62,2.6,5.0,201.5,Sunny,BUS1658,DRV9940
2025-10-18,3903,London Transit,2235208,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,0,1,54,4.9,2.7,175.5,Cloudy,BUS2029,DRV5899
2025-10-28,3302,London Transit,2234414,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,52,4.8,3.3,169.0,Rain,BUS8106,DRV4068
2025-10-08,3302,London Transit,2235044,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,55,7.6,3.1,178.75,Rain,BUS0002,DRV9940
2025-09-20,3903,London Transit,2234227,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,0,1,46,5.1,2.7,149.5,Cloudy,BUS1741,DRV1714
2025-10-14,3302,London Transit,2234311,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,47,5.4,0.2,152.75,Sunny,BUS1247,DRV9331
2025-09-16,3302,London Transit,2234306,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,45,3.0,2.0,146.25,Snow,BUS0373,DRV9331
2025-10-02,3602,London Transit,2234174,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,52,6.8,0.7,169.0,Cloudy,BUS9610,DRV6758
2025-09-22,3302,London Transit,2234118,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75744,88,0,0,1,0,53,7.4,3.9,172.25,Sunny,BUS8174,DRV8064
2025-10-02,3302,London Transit,2235108,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,38,6.3,4.0,123.5,Sunny,BUS6696,DRV9940
2025-11-03,3302,London Transit,2235133,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,46,5.6,0.7,149.5,Sunny,BUS3910,DRV9940
2025-11-06,3302,London Transit,2235041,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,57,8.0,5.3,185.25,Sunny,BUS1885,DRV9940
2025-10-01,3302,London Transit,2234112,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,54,5.9,3.8,175.5,Sunny,BUS0497,DRV8064
2025-10-27,3302,London Transit,2235118,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,55,7.7,0.7,178.75,Sunny,BUS0752,DRV9940
2025-11-11,3302,London Transit,2234120,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,43,7.8,1.9,139.75,Sunny,BUS3710,DRV8064
2025-09-24,3302,London Transit,2234093,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,42,4.0,1.4,136.5,Sunny,BUS2330,DRV8064
2025-10-06,3602,London Transit,2234501,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,66,11.1,1.1,214.5,Sunny,BUS0271,DRV0697
2025-09-17,3302,London Transit,2234095,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,41,8.5,0.1,133.25,Sunny,BUS7492,DRV8064
2025-10-31,3302,London Transit,2234291,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,57,2.5,4.0,185.25,Cloudy,BUS9468,DRV9331
2025-10-13,30,London Transit,2233902,Masonville via White Oaks Mall,0,10,10,Route 10,,3,6E9BCF,75732,461,0,0,1,0,45,7.1,1.7,146.25,Cloudy,BUS3044,DRV8857
2025-11-18,3302,London Transit,2234062,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,52,3.9,4.4,169.0,Sunny,BUS5471,DRV8064
2025-10-05,6404,London Transit,2235378,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,0,1,41,6.0,4.3,133.25,Windy,BUS6946,DRV5596
2025-10-24,3302,London Transit,2234282,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,54,7.4,1.8,175.5,Sunny,BUS4868,DRV9331
2025-10-06,3302,London Transit,2234282,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,50,5.9,3.5,162.5,Cloudy,BUS4868,DRV9331
2025-09-17,3302,London Transit,2234089,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,44,3.8,3.5,143.0,Rain,BUS7727,DRV8064
2025-11-18,3302,London Transit,2235119,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,39,4.5,2.7,126.75,Cloudy,BUS7362,DRV9940
2025-11-02,6404,London Transit,2234243,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,0,1,46,6.8,2.9,149.5,Sunny,BUS7404,DRV7772
2025-09-19,3602,London Transit,2234394,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,46,8.1,2.6,149.5,Sunny,BUS1783,DRV0697
2025-11-11,3302,London Transit,2234302,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,46,5.7,1.5,149.5,Sunny,BUS5164,DRV9331
2025-11-16,6404,London Transit,2235343,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,0,1,53,6.0,1.4,172.25,Rain,BUS3453,DRV5596
2025-10-09,3302,London Transit,2234054,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,59,5.3,5.2,191.75,Rain,BUS2927,DRV8064
2025-10-05,6404,London Transit,2235377,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,0,1,47,3.8,0.9,152.75,Sunny,BUS4515,DRV5596
2025-10-24,3302,London Transit,2234130,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,49,7.6,2.6,159.25,Sunny,BUS7496,DRV8064
2025-10-30,3302,London Transit,2234179,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,46,8.5,4.7,149.5,Cloudy,BUS9029,DRV8064
2025-09-25,3302,London Transit,2234111,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,45,4.9,1.1,146.25,Rain,BUS3860,DRV8064
2025-10-29,3302,London Transit,2235066,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,60,4.2,3.1,195.0,Sunny,BUS7910,DRV9940
2025-11-12,3602,London Transit,2234401,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,46,5.0,0.9,149.5,Sunny,BUS2826,DRV0697
2025-10-05,6404,London Transit,2235416,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,0,1,53,7.4,2.1,172.25,Rain,BUS2228,DRV5596
2025-10-31,3302,London Transit,2234090,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,36,6.9,3.1,117.0,Cloudy,BUS6914,DRV8064
2025-11-20,3302,London Transit,2235089,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,54,0.8,2.6,175.5,Rain,BUS3791,DRV9940
